Airport Code,Airport Name,City Name,Country Name,,,,,,,
TMQ,Tambao,Tambao,Burkina Faso,,,,,,,
XSI,South Indian Lake,South Indian Lake,Canada,,,,,,,
KTY,Katukurunda Slaf Base,Katukurunda,Sri Lanka,,,,,,,
ILN,Clinton Field,Wilmington,United States,,,,,,,
QNY,Marine Air Terminal,New York,United States,,,,,,,
KCE,Collinsville,Collinsville,Australia,,,,,,,
AVB,Aviano,Aviano,Italy,,,,,,,
MMI,McMinn County,Athens,United States,,,,,,,
TVI,Municipal,Thomasville,United States,,,,,,,
RTL,Spirit Lake,Spirit Lake,United States,,,,,,,
WAW,Frederic Chopin,Warsaw,Poland,,,,,,,
AGN,Angoon,Angoon,United States,,,,,,,
AUO,Auburn-Opelika,Auburn,United States,,,,,,,
BVY,Beverly Municiple Airport,Beverly,United States,,,,,,,
ADD,Bole International,Addis Ababa,Ethiopia,,,,,,,
KEV,Halli,Kuorevesi,Finland,,,,,,,
SBR,Saibai Island,Saibai Island,Australia,,,,,,,
MQK,San Matias,San Matias,Bolivia,,,,,,,
CFB,Cabo Frio,Cabo Frio,Brazil,,,,,,,
SQQ,Siauliai International,Siauliai,Lithuania,,,,,,,
LHE,Alama Iqbal International,Lahore,Pakistan,,,,,,,
SLM,Matacan,Salamanca,Spain,,,,,,,
ADS,Addison Airport,Dallas,United States,,,,,,,
FWH,Fort Worth NAS Jrb/Carswell Field,"Fort Worth, TX",United States,,,,,,,
FLV,Sherman AAF,Fort Leavenworth,United States,,,,,,,
NLS,Nicholson,Nicholson,Australia,,,,,,,
MXZ,Meixian,Meixian,China,,,,,,,
CNT,Charata,Charata,Argentina,,,,,,,
EVV,Evansville Regional Airport,"Evansville, IN",United States,,,,,,,
JGE,Heliport,Geoje,Korea,,,,,,,
EIN,Eindhoven,Eindhoven,Netherlands,,,,,,,
PHC,Port Harcourt,Port Harcourt,Nigeria,,,,,,,
NIK,Niokolo Koba,Niokolo Koba,Senegal,,,,,,,
CRF,Carnot,Carnot,Central African Republic,,,,,,,
ALJ,Kortdoorn,Alexander Bay,South Africa,,,,,,,
HST,AFB,Homestead,United States,,,,,,,
PCE,Painter Creek,Painter Creek,United States,,,,,,,
BLF,Princeton,Princeton,United States,,,,,,,
RDM,Roberts Field,Redmond,United States,,,,,,,
RVN,Rovaniemi,Rovaniemi,Finland,,,,,,,
LAD,4 de Fevereiro,Luanda,Angola,,,,,,,
MVK,Mulka,Mulka,Australia,,,,,,,
YSP,Marathon,Marathon,Canada,,,,,,,
STW,Stavropol,Stavropol,Russian Federation,,,,,,,
SUU,Travis AFB,Fairfield,United States,,,,,,,
AIB,Anita Bay,Anita Bay,United States,,,,,,,
BHB,Bar Harbor,Bar Harbor,United States,,,,,,,
SXV,Salem,Salem,India,,,,,,,
CKT,Sarakhs,Sarakhs,Iran,,,,,,,
GZM,Gozo Heliport,Gozo,Malta,,,,,,,
BXA,George R Carr,Bogalusa,United States,,,,,,,
IWD,Gogebic County,Ironwood,United States,,,,,,,
KLN,Larsen SPB,Larsen Bay,United States,,,,,,,
XHW,Alice Springs Railway,Alice Springs,Australia,,,,,,,
CRY,Carlton Hill,Carlton Hill,Australia,,,,,,,
MHW,Monteagudo,Monteagudo,Bolivia,,,,,,,
ESI,Espinosa,Espinosa,Brazil,,,,,,,
GUQ,Guanare,Guanare,Venezuela,,,,,,,
BZK,Briansk,Briansk,Russian Federation,,,,,,,
AOO,Martinsburg,Martinsburg,United States,,,,,,,
PVF,Placerville,Placerville,United States,,,,,,,
SAA,Shively Field,Saratoga,United States,,,,,,,
LMS,Winston County,Louisville,United States,,,,,,,
AEL,Albert Lea,Albert Lea,United States,,,,,,,
ZFU,Aruja,Aruja,Brazil,,,,,,,
SLZ,Marechal Cunha Machado,São Luis,Brazil,,,,,,,
ZIU,Railway,Aachen,Germany,,,,,,,
BKJ,Boke,Boke,Guinea,,,,,,,
LUO,Luena,Luena,Angola,,,,,,,
ZEF,Nanhai Ferry,Nanhai,China,,,,,,,
KMR,Karimui,Karimui,Papua New Guinea,,,,,,,
CHY,Choiseul Bay,Choiseul Bay,Solomon Islands,,,,,,,
CVS,Cannon AFB,Clovis,United States,,,,,,,
LVI,Livingstone,Livingstone,Zambia,,,,,,,
AXV,Neil Armstrong,Wapakoneta,United States,,,,,,,
RON,Rondon,Rondon,Colombia,,,,,,,
PSY,Port Stanley,Port Stanley,Falkland Islands,,,,,,,
SOZ,Solenzara,Solenzara,France,,,,,,,
HTB,Terre-de-Bas,Terre-de-Bas,Guadeloupe,,,,,,,
OTI,Morotai Island,"Pitu, Morotai Island",Indonesia,,,,,,,
SJZ,Sao Jorge Island,Sao Jorge Island,Portugal,,,,,,,
EDI,Turnhouse,Edinburgh,"Scotland, United Kingdom",,,,,,,
DHF,Al Dhafra Military Apt,Abu Dhabi,United Arab Emirates,,,,,,,
BLW,Bellows Field,Waimanalo,United States,,,,,,,
CTU,Shuangliu,Chengdu,China,,,,,,,
UAM,Andersen AFB,"Andersen, Mariana Island",Guam,,,,,,,
NAI,Annai,Annai,Guyana,,,,,,,
IXG,Sambre,Belgaum,India,,,,,,,
HCA,Howard County,Big Spring,United States,,,,,,,
JCI,New Century Aircenter Airport,"Olathe, KS",United States,,,,,,,
BFR,Virgil I Grissom Muni,Bedford,United States,,,,,,,
MRA,Misurata,Misurata,Libya,,,,,,,
MXT,Maintirano,Maintirano,Madagascar,,,,,,,
LID,Valkenburg,Leiden,Netherlands,,,,,,,
DLD,Dagali Airport,Geilo,Norway,,,,,,,
EMG,Empangeni,Empangeni,South Africa,,,,,,,
KEW,Keewaywin,Keewaywin,Canada,,,,,,,
RPM,Ngukurr,Ngukurr,Australia,,,,,,,
KSD,Karlstad,Karlstad,Sweden,,,,,,,
GSR,Gardo,Gardo,Somalia,,,,,,,
CMD,Cootamundra,Cootamundra,Australia,,,,,,,
ERB,Ernabella,Ernabella,Australia,,,,,,,
ZYL,Osmani International,Sylhet,Bangladesh,,,,,,,
PKO,Parakou,Parakou,Benin,,,,,,,
PVN,Pleven,Pleven,Bulgaria,,,,,,,
OPW,Opuwa,Opuwa,Namibia,,,,,,,
KNJ,Kindamba,Kindamba,Congo,,,,,,,
SCJ,Smith Cove,Smith Cove,United States,,,,,,,
TLT,Tuluksak,Tuluksak,United States,,,,,,,
BCA,Baracoa,Baracoa,Cuba,,,,,,,
MYM,Monkey Mountain,Monkey Mountain,Guyana,,,,,,,
CTS,New Chitose Airport,Sapporo,Japan,,,,,,,
AGU,Aguascalients,Aguascalientes,Mexico,,,,,,,
OND,Ondangwa,Ondangwa,Namibia,,,,,,,
SKE,Skien,Skien,Norway,,,,,,,
IBI,Iboki,Iboki,Papua New Guinea,,,,,,,
GES,General Santos International,General Santos,Philippines,,,,,,,
LBT,Lumberton,Lumberton,United States,,,,,,,
AIN,Wainwright,Wainwright,United States,,,,,,,
PMV,Del Caribe International,Porlamar,Venezuela,,,,,,,
BEL,Val De Cans,Belem,Brazil,,,,,,,
MQV,Mostaganem,Mostaganem,Algeria,,,,,,,
GBB,Gara Djebilet,Gara Djebilet,Algeria,,,,,,,
UBU,Kalumburu,Kalumburu,Australia,,,,,,,
KWM,Kowanyama,Kowanyama,Australia,,,,,,,
TYG,Thylungra,Thylungra,Australia,,,,,,,
YFS,Fort Simpson,Fort Simpson,Canada,,,,,,,
SQF,Solano,Solano,Colombia,,,,,,,
DOG,Dongola,Dongola,Sudan,,,,,,,
BIC,Big Creek,Big Creek,United States,,,,,,,
GDV,Dawson Community,Glendive,United States,,,,,,,
LGF,Laguna AAF,Yuma,United States,,,,,,,
MBJ,Sangster International,Montego Bay,Jamaica,,,,,,,
UNE,Qachas Nek,Qachas Nek,Lesotho,,,,,,,
KPE,Yapsiei,Yapsiei,Papua New Guinea,,,,,,,
UGB,Ugashik Bay,Pilot Point,United States,,,,,,,
MLP,Malabang,Malabang,Philippines,,,,,,,
ABX,Albury,Albury,Australia,,,,,,,
KUG,Kubin Island,Kubin Island,Australia,,,,,,,
CCS,Simon Bolivar International Airport,Caracas,Venezuela,,,,,,,
CTW,Cottonwood,Cottonwood,United States,,,,,,,
MXC,San Juan County,Monticello,United States,,,,,,,
GOL,State,Gold Beach,United States,,,,,,,
BIA,Poretta,Bastia,France,,,,,,,
MRJ,Marcala,Marcala,Honduras,,,,,,,
KBJ,Kings Canyon,Kings Canyon,Australia,,,,,,,
YSB,Sudbury,Sudbury,Canada,,,,,,,
SFJ,Kangerlussuaq,Kangerlussuaq,Greenland,,,,,,,
BHL,Bahia Angeles,Bahia Angeles,Mexico,,,,,,,
MLF,Milford,Milford,United States,,,,,,,
KMY,Moser Bay,Moser Bay,United States,,,,,,,
PSI,Pasni,Pasni,Pakistan,,,,,,,
OKT,Oktiabrskij,Oktiabrskij,Russian Federation,,,,,,,
HFS,Hagfors,Hagfors,Sweden,,,,,,,
IRI,Nduli,Iringa,Tanzania,,,,,,,
GHN,Guanghan,Guanghan,China,,,,,,,
VRO,Kawama,Matanzas,Cuba,,,,,,,
FOK,Suffolk County,Westhampton,United States,,,,,,,
KZH,Kizhuyak,Kizhuyak,United States,,,,,,,
ISP,Long Island Mac Arthur,"Islip, NY",United States,,,,,,,
ALM,Municipal,Alamogordo,United States,,,,,,,
TTN,Trenton Mercer Airport,"Trenton, NJ",United States,,,,,,,
SLH,Sola,Sola,Vanuatu,,,,,,,
WJA,Woja,Woja,Marshall Islands,,,,,,,
SJE,San Jose Del Gua,San Jose Del Gua,Colombia,,,,,,,
TRQ,Tarauaca,Tarauaca,Brazil,,,,,,,
YZH,Slave Lake,Slave Lake,Canada,,,,,,,
YRQ,Trois-Rivieres,Trois-Rivieres,Canada,,,,,,,
LOA,Lorraine,Lorraine,Australia,,,,,,,
EIS,Beef Island,Beef Island,British Virgin Islands,,,,,,,
YEP,Estevan Point,Estevan Point,Canada,,,,,,,
YTZ,Toronto City Centre Airport,Toronto,Canada,,,,,,,
URA,Uralsk / Podstepnyy,Uralsk,Kazakhstan,,,,,,,
IHO,Ihosy,Ihosy,Madagascar,,,,,,,
VAT,Vatomandry,Vatomandry,Madagascar,,,,,,,
CUL,Fedl De Bachigualato,Culiacan,Mexico,,,,,,,
RPA,Rolpa,Rolpa,Nepal,,,,,,,
VAS,Sivas,Sivas,Turkey,,,,,,,
BMT,Beaumont Muni,Beaumont,United States,,,,,,,
INC,Yinchuan,Yinchuan,China,,,,,,,
TJQ,Bulutumbang,Tanjung Pandan,Indonesia,,,,,,,
JAR,Jahrom,Jahrom,United States,,,,,,,
SBA,Municipal,"Santa Barbara, CA",United States,,,,,,,
SJQ,Sesheke,Sesheke,Zambia,,,,,,,
CAN,New Baiyun,Guangzhou,China,,,,,,,
ZBE,Dolni Benesov,Zabreh,Czech Republic,,,,,,,
ALY,El Nohza,Alexandria,Egypt,,,,,,,
URE,Kuressaare,Kuressaare,Estonia,,,,,,,
LTT,La Mole,Saint Tropez,France,,,,,,,
JTR,Santorini,Santorini,Greece,,,,,,,
MJY,Mangunjaya,Mangunjaya,Indonesia,,,,,,,
MXB,Masamba,Masamba,Indonesia,,,,,,,
TIY,Tidjikja,Tidjikja,Mauritania,,,,,,,
BZY,Beltsy,Beltsy,Moldova,,,,,,,
JHY,Hyatt Regency H/P,Cambridge,United States,,,,,,,
WRG,Wrangell SPB,Wrangell,United States,,,,,,,
TCU,Thaba Nchu,Thaba Nchu,South Africa,,,,,,,
WAU,Wauchope,Wauchope,Australia,,,,,,,
TYB,Tibooburra,Tibooburra,Australia,,,,,,,
VIJ,Virgin Gorda,Spanish Town/Virgin Gorda,British Virgin Islands,,,,,,,
XPJ,Montpellier Railway,Montpellier,France,,,,,,,
TGM,Transilvania,Tirgu Mures,Romania,,,,,,,
ABT,Al-Aqiq,Al-Baha,Saudi Arabia,,,,,,,
OER,Ornskoldsvik,Ornskoldsvik,Sweden,,,,,,,
AIY,Bader Field,Atlantic City,United States,,,,,,,
SEP,Clark Field,Stephenville,United States,,,,,,,
MEO,Dare County Regional,Manteo,United States,,,,,,,
WTO,Wotho Island,Wotho Island,Marshall Islands,,,,,,,
LOD,Longana,Longana,Vanuatu,,,,,,,
EKX,Elizabethtown,Elizabethtown,United States,,,,,,,
MES,Polonia,Medan,Indonesia,,,,,,,
KUN,Kaunas,Kaunas,Lithuania,,,,,,,
AJJ,Akjoujt,Akjoujt,Mauritania,,,,,,,
JRO,Kilimanjaro,Kilimanjaro,Tanzania,,,,,,,
KNF,Marham RAF,Kings Lynn,United Kingdom,,,,,,,
NYN,Nyngan,Nyngan,Australia,,,,,,,
ATM,Altamira,Altamira,Brazil,,,,,,,
ZOS,Canal Balo,Osorno,Chile,,,,,,,
SUQ,Sucua,Sucua,Ecuador,,,,,,,
DIR,Aba Tenna D Yilma,Dire Dawa,Ethiopia,,,,,,,
MZX,Mena,Mena,Ethiopia,,,,,,,
HUH,Huahine,Huahine,French Polynesia,,,,,,,
IFN,Isfahan International,Isfahan,Iran,,,,,,,
SWU,Suwon,Suwon,Korea,,,,,,,
TPI,Tapini,Tapini,Papua New Guinea,,,,,,,
HIF,Hill Afb,Ogden,United States,,,,,,,
TWE,Taylor,Taylor,United States,,,,,,,
NXX,Willow Grove NAS,Willow Grove,United States,,,,,,,
DWN,Downtown Airpark,Oklahoma City,United States,,,,,,,
TFL,Teofilo Otoni,Teofilo Otoni,Brazil,,,,,,,
YLX,Long Point,Long Point,Canada,,,,,,,
RSI,Rio Sidra,Rio Sidra,Panama,,,,,,,
RUN,Gillot,St Denis de la Reunion,Reunion,,,,,,,
SSX,Samsun,Samsun/carsamba,Turkey,,,,,,,
PAD,Paderborn/lippstadt,Paderborn,Germany,,,,,,,
JNN,Nanortalik,Nanortalik,Greenland,,,,,,,
CUY,Cue,Cue,Australia,,,,,,,
KTR,Tindal,Katherine,Australia,,,,,,,
YRA,Rae Lakes,Rae Lakes,Canada,,,,,,,
ATV,Ati,Ati,Chad,,,,,,,
CIY,Comiso,Comiso,Italy,,,,,,,
FLX,Municipal,Fallon,United States,,,,,,,
MAR,La Chinita,Maracaibo,Venezuela,,,,,,,
AJO,Aljouf,Aljouf,Yemen,,,,,,,
MDI,Makurdi,Makurdi,Nigeria,,,,,,,
BFS,Aldergrove International Airport,Belfast,United Kingdom,,,,,,,
AUK,Alakanuk,Alakanuk,United States,,,,,,,
DRF,Drift River,Drift River,United States,,,,,,,
ITO,Hilo International,Hilo,United States,,,,,,,
KCL,Lagoon,Chignik,United States,,,,,,,
SQS,Matthew Spain,San Ignacio,Belize,,,,,,,
TOI,Municipal,Troy,United States,,,,,,,
LNB,Lamen Bay,Lamen Bay,Vanuatu,,,,,,,
SJF,St John Island,St John Island,Virgin Islands,,,,,,,
GTI,Guettin,Guettin,Germany,,,,,,,
RAN,La Spreta,Ravenna,Italy,,,,,,,
DMT,Diamantino,Diamantino,Brazil,,,,,,,
PNB,Porto Nacional,Porto Nacional,Brazil,,,,,,,
MFO,Manguna,Manguna,Egypt,,,,,,,
EDA,Edna Bay,Edna Bay,United States,,,,,,,
JDY,Heliport,Downey,United States,,,,,,,
PVX,Provedenia,Provedenia,Russian Federation,,,,,,,
TUD,Tambacounda,Tambacounda,Senegal,,,,,,,
YHF,Hearst,Hearst,Canada,,,,,,,
CCW,Cowell,Cowell,Australia,,,,,,,
HWK,Wilpena Pound,Hawker,Australia,,,,,,,
SEH,Senggeh,Senggeh,Indonesia,,,,,,,
DNA,Kadena AB,Okinawa,Japan,,,,,,,
FLW,Santa Cruz,Flores Island,Portugal,,,,,,,
KLR,Kalmar,Kalmar,Sweden,,,,,,,
WAN,Waverney,Waverney,Australia,,,,,,,
OGR,Bongor,Bongor,Chad,,,,,,,
AMO,Mao,Mao,Chad,,,,,,,
SJW,Daguocun,Shijiazhuang,China,,,,,,,
KWL,Guilin,Guilin,China,,,,,,,
IKL,Ikela,Ikela,Democratic Republic of Congo,,,,,,,
FCO,Leonardo da Vinci International,Rome,Italy,,,,,,,
TFC,Taormina Harbour,Taormina,Italy,,,,,,,
MPM,Maputo International,Maputo,Mozambique,,,,,,,
FDE,Bringeland,Forde,Norway,,,,,,,
SKF,Kelly AFB,San Antonio,United States,,,,,,,
DLK,Dulkaninna,Dulkaninna,Australia,,,,,,,
GSC,Gascoyne Junction,Gascoyne Junction,Australia,,,,,,,
YAC,Cat Lake,Cat Lake,Canada,,,,,,,
LEO,Leconi,Leconi,Gabon,,,,,,,
GBF,Negarbo,Negarbo,Papua New Guinea,,,,,,,
SWS,Fairwood Comm,Swansea,United Kingdom,,,,,,,
RTI,Roti,Roti,Indonesia,,,,,,,
OIC,Eaton,Norwich,United States,,,,,,,
DLF,Laughlin Afb,Del Rio,United States,,,,,,,
TKV,Tatakoto,Tatakoto,French Polynesia,,,,,,,
IXY,Kandla,Kandla,India,,,,,,,
JMD,Market Centre H/P,Dallas,United States,,,,,,,
APF,Naples,Naples,United States,,,,,,,
MQT,Sawyer International,Marquette,United States,,,,,,,
WTL,Tuntutuliak,Tuntutuliak,United States,,,,,,,
SLI,Solwezi,Solwezi,Zambia,,,,,,,
XUW,Storen Railway,Storen,Norway,,,,,,,
PRM,Portimao,Portimao,Portugal,,,,,,,
VRU,Vryburg,Vryburg,South Africa,,,,,,,
ITB,Itaituba,Itaituba,Brazil,,,,,,,
YOA,Ekati,Ekati,Canada,,,,,,,
TNR,Antananarivo,Antananarivo,Madagascar,,,,,,,
PRK,Prieska,Prieska,South Africa,,,,,,,
RCS,Rochester,Rochester,United Kingdom,,,,,,,
HNH,Hoonah,Hoonah,United States,,,,,,,
WEF,Weifang,Weifang,China,,,,,,,
ARQ,Arauquita,Arauquita,Colombia,,,,,,,
MHI,Musha,Musha,Djibouti,,,,,,,
TLI,Tolitoli,Tolitoli,Indonesia,,,,,,,
EBW,Ebolowa,Ebolowa,Cameroon,,,,,,,
YOJ,Footner Lake,High Level,Canada,,,,,,,
MKG,Muskegon,Muskegon,United States,,,,,,,
WHP,Whiteman,Los Angeles,United States,,,,,,,
BRM,Barquisimeto,Barquisimeto,Venezuela,,,,,,,
DOE,Djoemoe,Djoemoe,Suriname,,,,,,,
BMA,Bromma,Stockholm,Sweden,,,,,,,
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,,,,,,,
BUS,Batum,Batumi,Georgia,,,,,,,
JFR,Frederikshab,Paamiut,Greenland,,,,,,,
DBQ,Municipal,Dubuque,United States,,,,,,,
KNW,New Stuyahok,New Stuyahok,United States,,,,,,,
OME,Nome,Nome,United States,,,,,,,
KDU,Skardu,Skardu,Pakistan,,,,,,,
BSA,Bossaso,Bossaso,Somalia,,,,,,,
ABO,Aboisso,Aboisso,Cote D'Ivoire,,,,,,,
JEV,Heliport,Evry,France,,,,,,,
KPG,Kurupung,Kurupung,Guyana,,,,,,,
QGY,Gyor-Per,Per,Hungary,,,,,,,
CBD,Car Nicobar,Car Nicobar,India,,,,,,,
GRU,Aeroporto Internacional Guarulhos,Sao Paulo,Brazil,,,,,,,
YZD,Downsview Airport,Toronto,Canada,,,,,,,
PKS,Paksane,Paksane,Laos,,,,,,,
OSY,Namsos,Namsos,Norway,,,,,,,
TOS,Tromso/langnes,Tromso,Norway,,,,,,,
KDY,Mahaweli,Mahaweli,Sri Lanka,,,,,,,
MIA,Miami International Airport,Miami,United States,,,,,,,
XWC,Suedbahnhof Rail,Vienna,Austria,,,,,,,
CWB,Afonso Pena International Airport,Curitiba,Brazil,,,,,,,
JPR,Ji-Parana,Ji-Parana,Brazil,,,,,,,
MWY,Miranda Downs,Miranda Downs,Australia,,,,,,,
RTE,Marguerite Bay,Marguerite Bay,United States,,,,,,,
RPX,Roundup,Roundup,United States,,,,,,,
BNS,Barinas,Barinas,Venezuela,,,,,,,
SFH,San Felipe,San Felipe,Mexico,,,,,,,
VIL,Dakhla,Dakhla,Morocco,,,,,,,
MYX,Menyamya,Menyamya,Papua New Guinea,,,,,,,
BXU,Butuan,Butuan,Philippines,,,,,,,
XDE,Diebougou,Diebougou,Burkina Faso,,,,,,,
JNB,Oliver Reginald Tambo International,Johannesburg,South Africa,,,,,,,
WEL,Welkom,Welkom,South Africa,,,,,,,
SIK,Memorial,Sikeston,United States,,,,,,,
FXY,Municipal,Forest City,United States,,,,,,,
RIW,Riverton Regional,"Riverton, WY",United States,,,,,,,
LLI,Lalibela,Lalibela,Ethiopia,,,,,,,
UAX,Uaxactun,Uaxactun,Guatemala,,,,,,,
ZJK,Off Line Point,Chek Lap Kok,Hong Kong,,,,,,,
NMR,Nappa Merry,Nappa Merry,Australia,,,,,,,
ZLW,Pasir Gudang Port,Pasir Gudang,Malaysia,,,,,,,
AJI,Ağri,Agri,Turkey,,,,,,,
GQJ,RAF Station,Machrihanish,United Kingdom,,,,,,,
AEX,Alexandria International,"Alexandria, LA",United States,,,,,,,
AAP,Andrau Airpark,"Houston, TX",United States,,,,,,,
BIV,Bria,Bria,Central African Republic,,,,,,,
JUO,Jurado,Jurado,Colombia,,,,,,,
LEH,Octeville,Le Havre,France,,,,,,,
BUL,Bulolo,Bulolo,Papua New Guinea,,,,,,,
IMA,Iamalele,Iamalele,Papua New Guinea,,,,,,,
MMV,Mal,Mal,Papua New Guinea,,,,,,,
UMI,Quincemil,Quincemil,Peru,,,,,,,
HLA,Lanseria,Lanseria,South Africa,,,,,,,
AGM,Tasiilaq,Tasiilaq,Greenland,,,,,,,
PEJ,Peschiei,Peschiei,Italy,,,,,,,
FRD,Friday Harbor,Friday Harbor,United States,,,,,,,
GDH,Golden Horn Lodge SPB,"Golden Horn Lodge, Alaska",United States,,,,,,,
GUL,Goulburn,Goulburn,Australia,,,,,,,
EFK,Newport,Newport,United States,,,,,,,
FTA,Futuna Airport,Futuna Island,Vanuatu,,,,,,,
ANX,Andenes,Andenes,Norway,,,,,,,
MRH,May River,May River,Papua New Guinea,,,,,,,
BHH,Bisha,Bisha,Saudi Arabia,,,,,,,
CDO,Cradock,Cradock,South Africa,,,,,,,
CTY,Cross City,Cross City,United States,,,,,,,
VLC,Valencia,Manises,Spain,,,,,,,
AGC,Allegheny County,Pittsburgh,United States,,,,,,,
BDL,Bradley International,"Windsor Locks, CT",United States,,,,,,,
KRA,Kerang,Kerang,Australia,,,,,,,
MQZ,Margaret River,Margaret River,Australia,,,,,,,
CEP,Concepcion,Concepcion,Bolivia,,,,,,,
KGS,Kos Island International Airport,Kos,Greece,,,,,,,
GUO,Gualaco,Gualaco,Honduras,,,,,,,
TUC,Benj Matienzo,Tucuman,Argentina,,,,,,,
LPG,La Plata,La Plata,Argentina,,,,,,,
YOS,Billy Bishop Regional,Owen Sound,Canada,,,,,,,
XDW,Pr. Rupert Rail Stn,Prince Rupert,Canada,,,,,,,
YQD,The Pas,The Pas,Canada,,,,,,,
PWI,Beles,Pawi,Ethiopia,,,,,,,
LDX,St-Laurent du Maroni,St Laurent du Maroni,French Guiana,,,,,,,
BXV,Breiddalsvik,Breiddalsvik,Iceland,,,,,,,
FAG,Fagurholsmyri,Fagurholsmyri,Iceland,,,,,,,
LBN,Lake Baringo,Lake Baringo,Kenya,,,,,,,
SEK,Er Errachidia,Ksar Es Souk,Morocco,,,,,,,
FKL,Chess-Lambertin,Franklin,United States,,,,,,,
HUJ,Hugo,Hugo,United States,,,,,,,
JEF,Memorial,"Jefferson City, MO",United States,,,,,,,
UKX,Ust-Kut,Ust-Kut,Russian Federation,,,,,,,
ADP,Ampara,Ampara,Sri Lanka,,,,,,,
CMJ,Chi Mei,Chi Mei,Taiwan,,,,,,,
GDT,Grand Turk Is,Grand Turk Is,Turks and Caicos Islands,,,,,,,
MWH,Grant County,Moses Lake,United States,,,,,,,
PAE,Snohomish County,Everett,United States,,,,,,,
CWT,Cowra,Cowra,Australia,,,,,,,
YHA,Port Hope Simpson,Port Hope Simpson,Canada,,,,,,,
RPR,Raipur,Raipur,India,,,,,,,
LIN,Linate,Milan,Italy,,,,,,,
TAJ,Tadji,Aitape,Papua New Guinea,,,,,,,
SUT,Sumbawanga,Sumbawanga,Tanzania,,,,,,,
MTT,Minatitlan,Minatitlan,Mexico,,,,,,,
NMT,Namtu,Namtu,Myanmar,,,,,,,
XUZ,Xuzhou,Xuzhou,China,,,,,,,
TLN,Le Palyvestre,Hyeres,France,,,,,,,
TSP,Kern County,"Tehachapi, CA",United States,,,,,,,
LKK,Kulik Lake,Kulik Lake,United States,,,,,,,
HHI,Wheeler AFB,Wahiawa,United States,,,,,,,
YQK,Kenora,Kenora,Canada,,,,,,,
YWA,Petawawa,Petawawa,Canada,,,,,,,
BVC,Rabil,Boa Vista,Cape Verde,,,,,,,
USL,Useless Loop,Useless Loop,Australia,,,,,,,
EKN,Elkins,Elkins,United States,,,,,,,
JSO,Sodertalje Heliport,Sodertalje,Sweden,,,,,,,
SCL,Arturo Merino Benitez,Santiago,Chile,,,,,,,
AGE,Flugplatz,Wangerooge,Germany,,,,,,,
SGQ,Sanggata,Sanggata,Indonesia,,,,,,,
AXT,Akita,Akita,Japan,,,,,,,
SXS,Sahabat 16,Sahabat 16,Malaysia,,,,,,,
APC,Napa County,Napa,United States,,,,,,,
BDF,Rinkenberger,Bradford,United States,,,,,,,
TBB,Tuy Hoa,Tuy Hoa,Viet Nam,,,,,,,
DUS,Düsseldorf International Airport,Dusseldorf,Germany,,,,,,,
MQN,Mo I Rana,Mo I Rana,Norway,,,,,,,
UUU,Manumu,Manumu,Papua New Guinea,,,,,,,
NKV,Nichen Cove,"Nichen Cove, AK",United States,,,,,,,
OXR,Ventura,Ventura,United States,,,,,,,
CAU,Caruaru,Caruaru,Brazil,,,,,,,
MII,Dr Gastao Vidigal,Marilia,Brazil,,,,,,,
YJF,Fort Liard,Fort Liard,Canada,,,,,,,
ODJ,Ouanda Djalle,Ouanda Djalle,Central African Republic,,,,,,,
EKT,Eskilstuna,Eskilstuna,Sweden,,,,,,,
FMA,El Pucu,Formosa,Argentina,,,,,,,
AYG,Yaguara,Yaguara,Colombia,,,,,,,
KKM,Lop Buri,Lop Buri,Thailand,,,,,,,
EUA,Kaufana,Eua,Tonga,,,,,,,
TUY,Tulum,Tulum,Mexico,,,,,,,
FXO,Cuamba,Cuamba,Mozambique,,,,,,,
ENU,Enugu,Enugu,Nigeria,,,,,,,
SMJ,Sim,Sim,Papua New Guinea,,,,,,,
MMX,Sturup,Malmo,Sweden,,,,,,,
WGE,Walgett,Walgett,Australia,,,,,,,
CRI,Crooked Island,Crooked Island,Bahamas,,,,,,,
CYC,Caye Chapel,Caye Chapel,Belize,,,,,,,
OBE,County,Okeechobee,United States,,,,,,,
IND,Indianapolis International,"Indianapolis, IN",United States,,,,,,,
JCA,Croisette Heliport,Cannes,France,,,,,,,
GNB,Grenoble-isere Airport,Grenoble,France,,,,,,,
ETH,Eilat,Eilat,Israel,,,,,,,
OVR,Olavarria,Olavarria,Argentina,,,,,,,
IFF,Iffley,Iffley,Australia,,,,,,,
SSZ,Santos,Santos,Brazil,,,,,,,
YRS,Red Sucker Lake,Red Sucker Lake,Canada,,,,,,,
MQQ,Moundou,Moundou,Chad,,,,,,,
IXW,Sonari,Jamshedpur,India,,,,,,,
ZMF,Beverello Harbor,Naples,Italy,,,,,,,
PRJ,Capri,Capri,Italy,,,,,,,
AKL,Auckland International,Auckland,New Zealand,,,,,,,
MFN,Milford Sound,Milford Sound,New Zealand,,,,,,,
AAW,Abbottabad,Abbottabad,Pakistan,,,,,,,
TRX,Memorial,Trenton,United States,,,,,,,
AWR,Awar,Awar,Papua New Guinea,,,,,,,
SGD,Sonderborg,Sonderborg,Denmark,,,,,,,
KOZ,Ouzinkie SPB,Ouzinkie,United States,,,,,,,
SAG,Sagwon,Sagwon,United States,,,,,,,
CRS,Corsicana,Corsicana,United States,,,,,,,
